ID,longitude,latitude,PN,DN,WN,P,Date,Qyc,Qc,WQI,Wh1,HH,Wh2,XNM,Wh3,LL,Wh4,SL,Wh5,Wv1,PD,Wv2,WSCI,Wv3,DTR,Wv4,MDK,Wv5
X785,105.277,10.1972,Cần Thơ,Vĩnh Thạnh,Thạnh Thắng,4613,11/9/2023,554,1102,60,0.48,0.36,0.09,0,0.18,3.36,0.07,50,0.19,0.1,7,0.07,1.33,0.4,6113,0.25,6920,0.18
X786,103.968,10.2256,Kiên Giang,Phú Quốc,Dương Đông,44607,11/9/2023,5353,20,59,0.48,0.45,0.09,0,0.18,3.45,0.07,0,0.19,0.1,351,0.07,0.01,0.4,356,0.25,66911,0.18
X787,105.863,10.2351,Đồng Tháp,Châu Thành,Phú Hựu,8082,11/9/2023,970,20,61,0.48,-2.8,0.09,0,0.18,0.2,0.07,20,0.19,0.1,70,0.07,0.27,0.4,2195,0.25,12123,0.18
X788,105.984,10.2387,Vĩnh Long,Vĩnh Long,4,16509,11/9/2023,1981,600,58,0.48,-0.26,0.09,0,0.18,2.74,0.07,13,0.19,0.1,690,0.07,0.04,0.4,643,0.25,24764,0.18
X789,105.97,10.2369,Vĩnh Long,Vĩnh Long,3,19771,11/9/2023,2373,610,59,0.48,-1.32,0.09,8,0.18,1.68,0.07,13,0.19,0.1,527,0.07,0.01,0.4,133,0.25,29657,0.18
X790,106.362,10.2448,Bến Tre,Bến Tre,6,8180,11/9/2023,982,705,55,0.48,0.36,0.09,0,0.18,3.36,0.07,13,0.19,0.1,506,0.07,0.1,0.4,818,0.25,12270,0.18
X791,105.789,10.2196,Đồng Tháp,Châu Thành,Phú Long,10660,11/9/2023,1279,28,61,0.48,0.45,0.09,16,0.18,3.45,0.07,17,0.19,0.1,52,0.07,0.53,0.4,5669,0.25,15990,0.18
X792,106.471,10.2318,Bến Tre,Giồng Trôm,Phong Mỹ,5718,11/9/2023,686,4147,56,0.48,-2.8,0.09,24,0.18,0.2,0.07,15,0.19,0.1,56,0.07,0.46,0.4,2624,0.25,8577,0.18
X793,106.583,10.222,Bến Tre,Bình Đại,Lộc Thuận,6722,11/9/2023,807,2345,53,0.48,-0.26,0.09,0,0.18,2.74,0.07,20,0.19,0.1,60,0.07,0.01,0.4,43,0.25,10083,0.18
X794,105.379,10.2089,Cần Thơ,Vĩnh Thạnh,Thạnh Quới,12235,11/9/2023,1468,535,57,0.48,-0.24,0.09,24,0.18,2.76,0.07,20,0.19,0.1,32,0.07,0.01,0.4,68,0.25,18353,0.18
X795,106.632,10.2233,Bến Tre,Bình Đại,Định Trung,6664,11/9/2023,800,2150,52,0.48,0.36,0.09,0,0.18,3.36,0.07,20,0.19,0.1,25,0.07,0.37,0.4,2433,0.25,9996,0.18
X796,105.897,10.2149,Đồng Tháp,Châu Thành,An Phú Thuận,10878,11/9/2023,1305,331,63,0.48,0.45,0.09,0,0.18,3.45,0.07,16,0.19,0.1,54,0.07,0.15,0.4,1669,0.25,16317,0.18
X797,105.953,10.2334,Vĩnh Long,Vĩnh Long,8,15593,11/9/2023,1871,586,62,0.48,-2.8,0.09,15,0.18,0.2,0.07,13,0.19,0.1,476,0.07,0,0.4,71,0.25,23390,0.18
X798,106.38,10.239,Bến Tre,Bến Tre,1,7742,11/9/2023,929,867,55,0.48,-0.26,0.09,16,0.18,2.74,0.07,11,0.19,0.1,2835,0.07,0.03,0.4,194,0.25,11613,0.18
X799,106.412,10.1507,Bến Tre,Giồng Trôm,Phước Long,8385,11/9/2023,1006,890,56,0.48,-0.24,0.09,24,0.18,2.76,0.07,16,0.19,0.1,56,0.07,0.22,0.4,1834,0.25,12578,0.18
X800,106.276,10.1516,Bến Tre,Mỏ Cày,Tân Thạnh Tây,9439,11/9/2023,1133,378,56,0.48,-2.8,0.09,20,0.18,0.2,0.07,16,0.19,0.1,94,0.07,0.19,0.4,1833,0.25,14159,0.18
X801,106.353,10.1508,Bến Tre,Mỏ Cày,Định Thủy,9715,11/9/2023,1166,2133,56,0.48,0.45,0.09,0,0.18,3.45,0.07,13,0.19,0.1,66,0.07,0.26,0.4,2519,0.25,14573,0.18
X802,105.764,10.1242,Vĩnh Long,Bình Tân,Trung Thành Đông,4722,11/9/2023,567,505,62,0.48,-2.8,0.09,6,0.18,0.2,0.07,30,0.19,0.1,52,0.07,0.5,0.4,2355,0.25,7083,0.18
X803,105.886,10.1282,Vĩnh Long,Tam Bình,Phú Thịnh,12185,11/9/2023,1462,771,65,0.48,-0.24,0.09,16,0.18,2.76,0.07,9,0.19,0.1,45,0.07,0.13,0.4,1536,0.25,18278,0.18
X804,106.471,10.1317,Bến Tre,Giồng Trôm,Tân Hào,6720,11/9/2023,806,1333,55,0.48,0.45,0.09,0,0.18,3.45,0.07,11,0.19,0.1,65,0.07,0.05,0.4,338,0.25,10080,0.18
X805,105.714,10.0939,Cần Thơ,Bình Thủy,Trà Nóc,15215,11/9/2023,1826,314,62,0.48,0.24,0.09,12,0.18,3.24,0.07,13,0.19,0.1,117,0.07,0.03,0.4,381,0.25,22823,0.18
X806,106.295,10.0711,Bến Tre,Mỏ Cày,Thành Thới B,8895,11/9/2023,1067,1002,58,0.48,-0.24,0.09,8,0.18,2.76,0.07,30,0.19,0.1,66,0.07,0.07,0.4,590,0.25,13343,0.18
X807,105.912,10.0716,Vĩnh Long,Tam Bình,Long Phú,8266,11/9/2023,992,516,70,0.48,0.36,0.09,0,0.18,3.36,0.07,15,0.19,0.1,51,0.07,0.14,0.4,1150,0.25,12399,0.18
X808,105.688,10.0344,Cần Thơ,Phong Điền,Giai Xuân,15372,11/9/2023,1845,429,66,0.48,-2.8,0.09,15,0.18,0.2,0.07,17,0.19,0.1,79,0.07,0.04,0.4,597,0.25,23058,0.18
X809,106.375,10.2421,Bến Tre,Bến Tre,4,4075,11/9/2023,489,775,55,0.48,-1.32,0.09,4,0.18,1.68,0.07,13,0.19,0.1,1059,0.07,0.03,0.4,111,0.25,6113,0.18
X810,106.085,10.2322,Vĩnh Long,Mang Thít,Mỹ Phước,7384,11/9/2023,886,857,55,0.48,-0.24,0.09,0,0.18,2.76,0.07,15,0.19,0.1,68,0.07,0.06,0.4,472,0.25,11076,0.18
X811,105.205,10.216,An Giang,Thoại Sơn,Bình Thành,8920,11/9/2023,1070,298,56,0.48,0.36,0.09,11,0.18,3.36,0.07,11,0.19,0.1,32,0.07,0.17,0.4,1517,0.25,13380,0.18
X812,106.356,10.2294,Bến Tre,Bến Tre,7,8004,11/9/2023,960,595,55,0.48,0.45,0.09,2,0.18,3.45,0.07,11,0.19,0.1,332,0.07,0.04,0.4,326,0.25,12006,0.18
X813,105.934,10.2192,Vĩnh Long,Long Hồ,Tân Hạnh,15123,11/9/2023,1815,574,63,0.48,-2.8,0.09,8,0.18,0.2,0.07,20,0.19,0.1,105,0.07,0.1,0.4,1441,0.25,22685,0.18
X814,106.368,10.2367,Bến Tre,Bến Tre,5,4534,11/9/2023,544,775,55,0.48,-0.26,0.09,8,0.18,2.74,0.07,12,0.19,0.1,863,0.07,0.06,0.4,252,0.25,6801,0.18
X815,106.377,10.2371,Bến Tre,Bến Tre,2,7236,11/9/2023,868,775,55,0.48,-1.32,0.09,0,0.18,1.68,0.07,11,0.19,0.1,3078,0.07,0.05,0.4,382,0.25,10854,0.18
X816,105.858,10.1957,Đồng Tháp,Châu Thành,An Khánh,13153,11/9/2023,1578,62,62,0.48,0.36,0.09,6,0.18,3.36,0.07,16,0.19,0.1,42,0.07,0.18,0.4,2377,0.25,19730,0.18
X817,106.373,10.2366,Bến Tre,Bến Tre,3,10254,11/9/2023,1230,775,55,0.48,0.45,0.09,2,0.18,3.45,0.07,12,0.19,0.1,2592,0.07,0,0.4,9,0.25,15381,0.18
X818,106.126,10.2058,Vĩnh Long,Mang Thít,An Phước,10365,11/9/2023,1244,763,54,0.48,-2.8,0.09,0,0.18,0.2,0.07,17,0.19,0.1,48,0.07,0.06,0.4,583,0.25,15548,0.18
X819,105.643,10.2039,Đồng Tháp,Lai Vung,Tân Hòa,7669,11/9/2023,920,6,58,0.48,-0.26,0.09,24,0.18,2.74,0.07,16,0.19,0.1,40,0.07,0.22,0.4,1685,0.25,11504,0.18
X820,106.538,10.2199,Bến Tre,Bình Đại,Thới Lai,8344,11/9/2023,1001,2124,55,0.48,-0.24,0.09,16,0.18,2.76,0.07,20,0.19,0.1,61,0.07,0.18,0.4,1485,0.25,12516,0.18
X821,106.423,10.2179,Bến Tre,Giồng Trôm,Mỹ Thạnh,8039,11/9/2023,965,1837,55,0.48,0.36,0.09,10,0.18,3.36,0.07,13,0.19,0.1,111,0.07,0.13,0.4,1077,0.25,12059,0.18
X822,106.371,10.2201,Bến Tre,Bến Tre,Mỹ Thạnh An,11342,11/9/2023,1361,641,55,0.48,0.45,0.09,16,0.18,3.45,0.07,11,0.19,0.1,113,0.07,0.06,0.4,725,0.25,17013,0.18
X823,106.499,10.2096,Bến Tre,Giồng Trôm,Châu Hoà,14373,11/9/2023,1725,3563,55,0.48,-2.8,0.09,0,0.18,0.2,0.07,15,0.19,0.1,76,0.07,0.18,0.4,2535,0.25,21560,0.18
X824,105.502,10.2177,Cần Thơ,Thốt Nốt,Trung An,9952,11/9/2023,1194,278,57,0.48,-0.26,0.09,15,0.18,2.74,0.07,11,0.19,0.1,69,0.07,0.09,0.4,865,0.25,14928,0.18
X825,106.4,10.214,Bến Tre,Bến Tre,Nhơn Thạnh,7000,11/9/2023,840,1447,55,0.48,-0.24,0.09,2,0.18,2.76,0.07,15,0.19,0.1,75,0.07,0.36,0.4,2528,0.25,10500,0.18
X826,105.982,10.2068,Vĩnh Long,Long Hồ,Long Phước,13562,11/9/2023,1627,592,60,0.48,-2.8,0.09,2,0.18,0.2,0.07,13,0.19,0.1,102,0.07,0.11,0.4,1455,0.25,20343,0.18
X827,106.015,10.2165,Vĩnh Long,Mang Thít,Long Mỹ,5258,11/9/2023,631,617,57,0.48,0.45,0.09,24,0.18,3.45,0.07,13,0.19,0.1,86,0.07,0.42,0.4,2184,0.25,7887,0.18
X828,106.668,10.2051,Bến Tre,Bình Đại,Bình Thới,8450,11/9/2023,1014,2775,51,0.48,-2.8,0.09,8,0.18,0.2,0.07,20,0.19,0.1,46,0.07,0.01,0.4,123,0.25,12675,0.18
X829,104.981,10.1508,Kiên Giang,Hòn Đất,Sơn Kiên,11233,11/9/2023,1348,38,42,0.48,-0.24,0.09,12,0.18,2.76,0.07,7,0.19,0.1,13,0.07,0.03,0.4,360,0.25,16850,0.18
X830,106.293,10.2074,Bến Tre,Mỏ Cày,Tân Phú Tây,6898,11/9/2023,828,466,55,0.48,0.45,0.09,4,0.18,3.45,0.07,30,0.19,0.1,69,0.07,0.04,0.4,296,0.25,10347,0.18
X831,106.179,10.1982,Bến Tre,Chợ Lách,Tân Thiềng,11255,11/9/2023,1351,372,55,0.48,-1.5,0.09,2,0.18,1.5,0.07,7,0.19,0.1,46,0.07,0.28,0.4,3183,0.25,16883,0.18
X832,106.076,10.2093,Vĩnh Long,Mang Thít,Nhơn Phú,8485,11/9/2023,1018,774,54,0.48,-2.8,0.09,0,0.18,0.2,0.07,20,0.19,0.1,59,0.07,0.36,0.4,3078,0.25,12728,0.18
X833,105.523,10.1946,Cần Thơ,Thốt Nốt,Trung Thạnh,16830,11/9/2023,2020,290,56,0.48,-0.26,0.09,8,0.18,2.74,0.07,9,0.19,0.1,71,0.07,0.15,0.4,2469,0.25,25245,0.18
X834,106.221,10.1996,Bến Tre,Chợ Lách,Vĩnh Thành,15280,11/9/2023,1834,478,55,0.48,-1.32,0.09,11,0.18,1.68,0.07,9,0.19,0.1,94,0.07,0.03,0.4,494,0.25,22920,0.18
X835,106.454,10.1931,Bến Tre,Giồng Trôm,Lương Hòa,10703,11/9/2023,1284,2515,55,0.48,-0.24,0.09,12,0.18,2.76,0.07,13,0.19,0.1,63,0.07,0.19,0.4,2029,0.25,16055,0.18
X836,106.336,10.1933,Bến Tre,Mỏ Cày,Tân Thành Bình,12695,11/9/2023,1523,598,57,0.48,0.36,0.09,0,0.18,3.36,0.07,30,0.19,0.1,71,0.07,0.06,0.4,699,0.25,19043,0.18
X837,103.999,10.1488,Kiên Giang,Phú Quốc,Dương Tơ,15853,11/9/2023,1902,20,58,0.48,0.45,0.09,16,0.18,3.45,0.07,0,0.19,0.1,19,0.07,0,0.4,58,0.25,23780,0.18
X838,106.379,10.2094,Bến Tre,Bến Tre,Phú Nhuận,5664,11/9/2023,680,990,55,0.48,-1.5,0.09,3,0.18,1.5,0.07,13,0.19,0.1,110,0.07,0.16,0.4,888,0.25,8496,0.18
X839,106.037,10.2058,Vĩnh Long,Mang Thít,Hòa Tịnh,7530,11/9/2023,904,743,56,0.48,-1.32,0.09,0,0.18,1.68,0.07,13,0.19,0.1,70,0.07,0.39,0.4,2930,0.25,11295,0.18
X840,105.691,10.179,Đồng Tháp,Lai Vung,Phong Hòa,19025,11/9/2023,2283,46,60,0.48,-2.8,0.09,12,0.18,0.2,0.07,13,0.19,0.1,60,0.07,0.1,0.4,1882,0.25,28538,0.18
X841,106.273,10.1975,Bến Tre,Mỏ Cày,Phước Mỹ Trung,7839,11/9/2023,941,652,55,0.48,-2.8,0.09,0,0.18,0.2,0.07,30,0.19,0.1,95,0.07,0.04,0.4,310,0.25,11759,0.18
X842,105.173,10.1811,Kiên Giang,Tân Hiệp,Tân Thành,8905,11/9/2023,1069,15,50,0.48,-1.5,0.09,15,0.18,1.5,0.07,13,0.19,0.1,27,0.07,0.24,0.4,2130,0.25,13358,0.18
X843,106.152,10.0681,Vĩnh Long,Vũng Liêm,Trung Hiếu,9795,11/9/2023,1175,720,51,0.48,-1.5,0.09,4,0.18,1.5,0.07,15,0.19,0.1,60,0.07,0.09,0.4,833,0.25,14693,0.18
X844,105.999,10.0536,Vĩnh Long,Tam Bình,Tường Lộc,9801,11/9/2023,1176,528,73,0.48,-0.26,0.09,0,0.18,2.74,0.07,18,0.19,0.1,84,0.07,0.15,0.4,1505,0.25,14702,0.18
X845,105.727,10.057,Cần Thơ,Bình Thủy,Long Hòa,22572,11/9/2023,2709,302,64,0.48,-1.5,0.09,24,0.18,1.5,0.07,13,0.19,0.1,142,0.07,0.03,0.4,761,0.25,33858,0.18
X846,106.321,10.0433,Bến Tre,Mỏ Cày,Thành Thới A,9969,11/9/2023,1196,671,55,0.48,-2.8,0.09,0,0.18,0.2,0.07,13,0.19,0.1,40,0.07,0,0.4,31,0.25,14954,0.18
X847,105.272,10.0278,Kiên Giang,Tân Hiệp,Thạnh Đông A,16338,11/9/2023,1961,51,47,0.48,-0.26,0.09,0,0.18,2.74,0.07,20,0.19,0.1,36,0.07,0.34,0.4,5583,0.25,24507,0.18
X848,105.559,10.0639,Cần Thơ,Cờ Đỏ,Thới Lai,9471,11/9/2023,1137,359,36,0.48,0.36,0.09,24,0.18,3.36,0.07,13,0.19,0.1,98,0.07,0.01,0.4,50,0.25,14207,0.18
X849,106.124,9.62603,Sóc Trăng,Long Phú,Long Phú,13114,11/9/2023,1574,313,48,0.48,0.45,0.09,16,0.18,3.45,0.07,11,0.19,0.1,51,0.07,0.08,0.4,1042,0.25,19671,0.18
X850,105.799,9.63863,Sóc Trăng,Mỹ Tú,Huỳnh Hữu Nghĩa,7032,11/9/2023,844,434,48,0.48,-2.8,0.09,24,0.18,0.2,0.07,30,0.19,0.1,62,0.07,0.07,0.4,493,0.25,10548,0.18
X851,105.132,9.56297,Kiên Giang,U Minh Thượng,Minh Thuận,19233,11/9/2023,2308,149,48,0.48,-1.32,0.09,4,0.18,1.68,0.07,12,0.19,0.1,13,0.07,0.15,0.4,2946,0.25,28850,0.18
X852,106.061,9.87007,Trà Vinh,Cầu Kè,Cầu Kè,6218,11/9/2023,746,286,57,0.48,-2.8,0.09,16,0.18,0.2,0.07,5,0.19,0.1,213,0.07,0.05,0.4,315,0.25,9327,0.18
X853,104.999,9.83255,Kiên Giang,An Biên,Nam Thái,13020,11/9/2023,1562,20,50,0.48,-0.26,0.09,8,0.18,2.74,0.07,13,0.19,0.1,26,0.07,0.49,0.4,6321,0.25,19530,0.18
X854,106.038,9.84549,Trà Vinh,Cầu Kè,Hòa Tân,9877,11/9/2023,1185,190,56,0.48,0.45,0.09,6,0.18,3.45,0.07,3,0.19,0.1,33,0.07,0.33,0.4,3268,0.25,14816,0.18
X855,106.133,9.84456,Trà Vinh,Cầu Kè,Phong Thạnh,10273,11/9/2023,1233,354,55,0.48,-2.8,0.09,0,0.18,0.2,0.07,2,0.19,0.1,39,0.07,0.1,0.4,1025,0.25,15410,0.18
X856,105.241,9.83831,Kiên Giang,Giồng Riềng,Long Thạnh,18416,11/9/2023,2210,20,59,0.48,-0.26,0.09,15,0.18,2.74,0.07,11,0.19,0.1,41,0.07,0.05,0.4,924,0.25,27624,0.18
X857,105.929,9.84362,Sóc Trăng,Kế Sách,Trinh Phú,11298,11/9/2023,1356,285,63,0.48,-1.32,0.09,16,0.18,1.68,0.07,6,0.19,0.1,43,0.07,0.19,0.4,2136,0.25,16947,0.18
X858,104.882,9.63979,Kiên Giang,An Minh,Vân Khánh Đông,8489,11/9/2023,1019,1,51,0.48,0.45,0.09,2,0.18,3.45,0.07,18,0.19,0.1,29,0.07,0.79,0.4,6696,0.25,12734,0.18
X859,105.428,9.61985,Hậu Giang,Long Mỹ,Lương Tâm,7901,11/9/2023,948,63,52,0.48,-2.8,0.09,20,0.18,0.2,0.07,13,0.19,0.1,13,0.07,0.44,0.4,3479,0.25,11852,0.18
X860,106.049,9.64496,Sóc Trăng,Long Phú,Châu Khánh,5398,11/9/2023,648,459,51,0.48,-1.32,0.09,16,0.18,1.68,0.07,13,0.19,0.1,35,0.07,0.38,0.4,2049,0.25,8097,0.18
X861,106.202,9.6137,Sóc Trăng,Cù Lao Dung,An Thạnh 2,7196,11/9/2023,864,275,45,0.48,-0.24,0.09,8,0.18,2.76,0.07,20,0.19,0.1,29,0.07,0.02,0.4,129,0.25,10794,0.18
X862,105.902,9.61765,Sóc Trăng,Châu Thành,An Ninh,13280,11/9/2023,1594,389,48,0.48,0.36,0.09,24,0.18,3.36,0.07,30,0.19,0.1,37,0.07,0.13,0.4,1729,0.25,19920,0.18
X863,106.301,9.63571,Trà Vinh,Trà Cú,Đại An,9990,11/9/2023,1199,299,44,0.48,-2.8,0.09,8,0.18,0.2,0.07,13,0.19,0.1,78,0.07,0.02,0.4,229,0.25,14985,0.18
X864,106.041,9.55818,Sóc Trăng,Mỹ Xuyên,Tài Văn,12565,11/9/2023,1508,413,48,0.48,-0.26,0.09,30,0.18,2.74,0.07,13,0.19,0.1,31,0.07,0.23,0.4,2947,0.25,18848,0.18
X865,106.435,9.55551,Trà Vinh,Duyên Hải,Đông Hải,11401,11/9/2023,1368,247,49,0.48,-1.32,0.09,16,0.18,1.68,0.07,25,0.19,0.1,29,0.07,0.01,0.4,69,0.25,17102,0.18
X866,105.919,9.54831,Sóc Trăng,Mỹ Xuyên,Đại Tâm,17775,11/9/2023,2133,362,45,0.48,-0.24,0.09,2,0.18,2.76,0.07,9,0.19,0.1,69,0.07,0.04,0.4,783,0.25,26663,0.18
X867,105.422,9.52626,Bạc Liêu,Hồng Dân,Lộc Ninh,16077,11/9/2023,1929,19,41,0.48,0.36,0.09,4,0.18,3.36,0.07,13,0.19,0.1,30,0.07,0.25,0.4,4002,0.25,24116,0.18
X868,105.663,9.52926,Sóc Trăng,Ngã Năm,Tân Long,7448,11/9/2023,894,900,43,0.48,-2.8,0.09,10,0.18,0.2,0.07,13,0.19,0.1,22,0.07,0.06,0.4,421,0.25,11172,0.18
X869,105.987,9.55489,Sóc Trăng,Mỹ Xuyên,Mỹ Xuyên,20232,11/9/2023,2428,327,48,0.48,-1.32,0.09,8,0.18,1.68,0.07,11,0.19,0.1,135,0.07,0.03,0.4,652,0.25,30348,0.18
X870,105.336,9.35493,Bạc Liêu,Phước Long,Phong Thạnh Tây A,16103,11/9/2023,1932,288,47,0.48,-0.24,0.09,16,0.18,2.76,0.07,15,0.19,0.1,29,0.07,0.18,0.4,2937,0.25,24155,0.18
X871,105.085,9.35504,Cà Mau,Thới Bình,Thới Bình,10025,11/9/2023,1203,750,44,0.48,0.36,0.09,24,0.18,3.36,0.07,11,0.19,0.1,45,0.07,0.03,0.4,332,0.25,15038,0.18
X872,106.02,9.34248,Sóc Trăng,Vĩnh Châu,Vĩnh Châu,164966,11/9/2023,19796,378,44,0.48,0.45,0.09,30,0.18,3.45,0.07,13,0.19,0.1,388,0.07,0,0.4,440,0.25,247449,0.18
X873,105.226,9.0129,Cà Mau,Đầm Dơi,Tạ An Khương Nam,10145,11/9/2023,1217,373,42,0.48,-2.8,0.09,24,0.18,0.2,0.07,30,0.19,0.1,33,0.07,0.31,0.4,3095,0.25,15218,0.18
X874,104.996,9.00692,Cà Mau,Cái Nước,Hòa Mỹ,8235,11/9/2023,988,1239,42,0.48,-0.26,0.09,30,0.18,2.74,0.07,30,0.19,0.1,26,0.07,0.21,0.4,1714,0.25,12353,0.18
X875,105.198,8.95854,Cà Mau,Đầm Dơi,Tân Duyệt,14902,11/9/2023,1788,763,42,0.48,-1.32,0.09,0,0.18,1.68,0.07,30,0.19,0.1,18,0.07,0.23,0.4,3460,0.25,22353,0.18
X876,105.666,10.1892,Đồng Tháp,Lai Vung,Định Hòa,9444,11/9/2023,1133,20,59,0.48,0.36,0.09,17,0.18,3.36,0.07,11,0.19,0.1,54,0.07,0.18,0.4,1729,0.25,14166,0.18
X877,106.471,10.1975,Bến Tre,Giồng Trôm,Lương Quới,4745,11/9/2023,569,8043,55,0.48,0.45,0.09,8,0.18,3.45,0.07,20,0.19,0.1,77,0.07,0.16,0.4,768,0.25,7118,0.18
X878,106.249,10.2003,Bến Tre,Chợ Lách,Vĩnh Hòa,6364,11/9/2023,764,586,55,0.48,-2.8,0.09,24,0.18,0.2,0.07,11,0.19,0.1,76,0.07,0.38,0.4,2406,0.25,9546,0.18
X879,106.598,10.1957,Bến Tre,Bình Đại,Phú Long,10696,11/9/2023,1284,5378,51,0.48,-0.26,0.09,16,0.18,2.74,0.07,20,0.19,0.1,52,0.07,0.2,0.4,2136,0.25,16044,0.18
X880,106.433,10.1885,Bến Tre,Giồng Trôm,Lương Phú,6339,11/9/2023,761,302,55,0.48,-0.24,0.09,0,0.18,2.76,0.07,15,0.19,0.1,60,0.07,0.46,0.4,2930,0.25,9509,0.18
X881,105.245,10.1502,Kiên Giang,Tân Hiệp,Tân Hiệp B,7883,11/9/2023,946,327,52,0.48,0.36,0.09,0,0.18,3.36,0.07,13,0.19,0.1,11,0.07,0.76,0.4,5980,0.25,11825,0.18
X882,105.817,10.1784,Đồng Tháp,Châu Thành,Hòa Tân,12271,11/9/2023,1473,207,62,0.48,0.45,0.09,24,0.18,3.45,0.07,13,0.19,0.1,35,0.07,0.54,0.4,6660,0.25,18407,0.18
X883,106.701,10.1799,Bến Tre,Bình Đại,Bình Đại,3295,11/9/2023,395,3267,49,0.48,-2.8,0.09,24,0.18,0.2,0.07,23,0.19,0.1,33,0.07,0.18,0.4,580,0.25,4943,0.18
X884,106.719,10.1883,Bến Tre,Bình Đại,Bình Thắng,9953,11/9/2023,1194,2194,50,0.48,-0.26,0.09,2,0.18,2.74,0.07,23,0.19,0.1,76,0.07,0.21,0.4,2055,0.25,14930,0.18
X885,106.01,10.1964,Vĩnh Long,Long Hồ,Long Hồ,7078,11/9/2023,849,641,57,0.48,-0.24,0.09,8,0.18,2.76,0.07,11,0.19,0.1,266,0.07,0.05,0.4,329,0.25,10617,0.18
X886,106.549,10.1803,Bến Tre,Giồng Trôm,Châu Bình,8206,11/9/2023,985,2101,53,0.48,-2.8,0.09,4,0.18,0.2,0.07,13,0.19,0.1,28,0.07,0.47,0.4,3831,0.25,12309,0.18
X887,106.095,10.1859,Vĩnh Long,Mang Thít,Chánh Hội,10962,11/9/2023,1315,648,53,0.48,0.45,0.09,0,0.18,3.45,0.07,15,0.19,0.1,78,0.07,0.13,0.4,1380,0.25,16443,0.18
X888,105.734,10.1802,Vĩnh Long,Bình Tân,Tân Hưng,3889,11/9/2023,467,317,61,0.48,-2.8,0.09,1,0.18,0.2,0.07,30,0.19,0.1,21,0.07,1.18,0.4,4581,0.25,5834,0.18
X889,105.989,10.1747,Vĩnh Long,Long Hồ,Phú Đức,10716,11/9/2023,1286,605,60,0.48,-0.24,0.09,24,0.18,2.76,0.07,13,0.19,0.1,66,0.07,0.28,0.4,3023,0.25,16074,0.18
X890,106.299,10.1841,Bến Tre,Mỏ Cày,Thành An,7708,11/9/2023,925,642,56,0.48,0.45,0.09,1,0.18,3.45,0.07,18,0.19,0.1,68,0.07,0.31,0.4,2382,0.25,11562,0.18
X891,105.945,10.1876,Vĩnh Long,Long Hồ,Lộc Hòa,10310,11/9/2023,1237,713,63,0.48,0.24,0.09,10,0.18,3.24,0.07,11,0.19,0.1,93,0.07,0.09,0.4,906,0.25,15465,0.18
X892,106.381,10.1818,Bến Tre,Giồng Trôm,Sơn Phú,7601,11/9/2023,912,1105,57,0.48,-0.24,0.09,0,0.18,2.76,0.07,13,0.19,0.1,52,0.07,0.12,0.4,876,0.25,11402,0.18
X893,105.593,10.1649,Cần Thơ,Ô Môn,Thới Long,18364,11/9/2023,2204,290,58,0.48,0.36,0.09,24,0.18,3.36,0.07,15,0.19,0.1,47,0.07,0.13,0.4,2306,0.25,27546,0.18
X894,106.646,10.1715,Bến Tre,Bình Đại,Thạnh Trị,8202,11/9/2023,984,8841,47,0.48,-2.8,0.09,1,0.18,0.2,0.07,22,0.19,0.1,34,0.07,0.06,0.4,482,0.25,12303,0.18
X895,106.151,10.1729,Vĩnh Long,Mang Thít,Chánh An,7447,11/9/2023,894,504,55,0.48,-1.32,0.09,1,0.18,1.68,0.07,17,0.19,0.1,53,0.07,0.11,0.4,845,0.25,11171,0.18
X896,105.89,10.1713,Vĩnh Long,Long Hồ,Thạnh Quới,7503,11/9/2023,900,529,63,0.48,-0.24,0.09,1,0.18,2.76,0.07,15,0.19,0.1,51,0.07,0.19,0.4,1389,0.25,11255,0.18
X897,105.917,10.1671,Vĩnh Long,Long Hồ,Phú Quới,15330,11/9/2023,1840,1049,64,0.48,0.36,0.09,12,0.18,3.36,0.07,17,0.19,0.1,118,0.07,0.07,0.4,1091,0.25,22995,0.18
X898,106.511,10.1686,Bến Tre,Giồng Trôm,Giồng Trôm,9633,11/9/2023,1156,2109,54,0.48,0.45,0.09,0,0.18,3.45,0.07,11,0.19,0.1,84,0.07,0.15,0.4,1477,0.25,14450,0.18
X899,106.013,10.159,Vĩnh Long,Long Hồ,Long An,10603,11/9/2023,1272,572,58,0.48,-2.8,0.09,1,0.18,0.2,0.07,13,0.19,0.1,66,0.07,0.06,0.4,627,0.25,15905,0.18
X900,105.76,10.1557,Vĩnh Long,Bình Tân,Tân Thành,7335,11/9/2023,880,478,62,0.48,-0.26,0.09,24,0.18,2.74,0.07,20,0.19,0.1,42,0.07,0.67,0.4,4907,0.25,11003,0.18
X901,106.319,10.1652,Bến Tre,Mỏ Cày,Hòa Lộc,8195,11/9/2023,983,1258,56,0.48,-1.32,0.09,20,0.18,1.68,0.07,15,0.19,0.1,61,0.07,0.13,0.4,1074,0.25,12293,0.18
X902,106.761,10.1432,Bến Tre,Bình Đại,Thừa Đức,8034,11/9/2023,964,2131,49,0.48,0.36,0.09,24,0.18,3.36,0.07,20,0.19,0.1,20,0.07,0.31,0.4,2503,0.25,12051,0.18
X903,104.901,10.129,Kiên Giang,Hòn Đất,Thổ Sơn,14256,11/9/2023,1711,20,44,0.48,0.45,0.09,24,0.18,3.45,0.07,0,0.19,0.1,25,0.07,0.07,0.4,1038,0.25,21384,0.18
